1.310344198276814859e+04,1.154763147825080159e+04,1.150882803409834014e+04,1.484597289733556681e+04,1.104663426348395296e+04,1.321979578810169187e+04,8.773544981112609094e+03,1.446922640080599012e+04,1.310590760422392486e+04,1.359315727080815304e+04
2.749921139339663569e+04,2.567120859108965305e+04,2.907914582313353458e+04,2.716484059311857345e+04,1.839230987047959934e+04,2.707360319235473435e+04,2.590732285121985842e+04,1.680907492884338717e+04,2.618491635892119666e+04,1.865208427019121882e+04
7.842133307399441946e+03,1.081301376001600511e+04,9.281398512879042755e+03,9.334853100823718705e+03,7.717962254455282164e+03,8.443419797681928685e+03,8.270521671280082955e+03,7.811392348735589621e+03,8.996791725788903932e+03,7.950586355295707108e+03
2.938955350923263904e+04,2.479587115205615191e+04,2.615783700340082578e+04,2.538405587336985627e+04,2.341852031264061225e+04,2.636519977302759071e+04,2.499423365379397728e+04,2.338828548298236274e+04,2.468335090248093547e+04,2.428988793738233289e+04
1.328077559764285252e+04,1.107344260726026187e+04,1.258046298336932887e+04,1.201633885160065074e+04,1.433624770579661708e+04,1.201150839147933584e+04,1.248427796385163310e+04,1.267070239842401315e+04,1.340513703979531601e+04,1.357594875066837812e+04
1.119822239304009781e+04,1.516826903941525961e+04,1.266265628016252231e+04,1.308727945345677472e+04,1.081568608037728882e+04,1.132634761685604826e+04,1.091787969275839350e+04,1.176498574805359203e+04,1.254208352487438242e+04,1.179583175289934297e+04
1.332279549585427776e+04,1.403557391958579683e+04,1.220430680627347829e+04,1.464792065259174706e+04,1.610241738242661449e+04,1.535422371295536504e+04,1.295174732973568825e+04,1.424023262021614573e+04,1.537758806812937473e+04,1.504218389428133378e+04
1.289009100482646863e+04,1.661030317741512044e+04,1.441702237781074473e+04,1.520750510265839694e+04,1.593552470544553580e+04,1.552792345596464656e+04,1.438389801956891824e+04,1.531803043534128483e+04,1.571034189012812931e+04,1.643631884510966847e+04
2.474756751498591620e+04,2.237321627145939783e+04,2.320780330537057307e+04,2.114235049083030390e+04,2.372953380417977678e+04,2.391381763945756029e+04,2.501198132559721125e+04,1.964069838185020853e+04,2.339513968177556671e+04,2.241242437093406988e+04
2.351530911111221940e+04,2.239742521476621187e+04,2.180750306137973166e+04,2.404458480938961657e+04,2.456308422813455400e+04,2.337606149326058949e+04,2.058190946066900506e+04,2.485739208919770317e+04,2.481001149742244161e+04,2.628912860087453737e+04
2.442069234235490148e+04,1.762997582971647716e+04,2.164860290483534482e+04,2.204086065770480127e+04,1.872649856897169957e+04,2.294142604070648667e+04,1.997396098806682858e+04,1.710992185283516301e+04,2.188304115035613722e+04,1.971111999188602204e+04
2.209779996123716410e+04,1.985136310018657241e+04,2.171061623003551722e+04,2.156707126958128720e+04,1.991745170935296119e+04,2.067276816881039849e+04,2.189904555401849211e+04,1.829539881872069600e+04,2.167598567168389127e+04,1.924830700623479061e+04
