-3.083617190226604635e+03,-1.363354766002905853e+04,-5.500018989358346516e+03,6.207448183945630262e+02,-8.807832854697491712e+03,-1.072894264946898329e+04,-1.522111860059897117e+04,1.894231375461490643e+03,-3.961858861124386294e+03,-3.885601668407396573e+03
7.145830235752981935e+03,1.050699747657290573e+00,1.749203087705582584e+04,1.465250171787686668e+04,-1.245811940270641935e+04,1.222551113280420577e+04,3.299756776230941796e+03,-7.374068322002602144e+03,1.562017956098885224e+04,-3.684392052126287126e+03
-9.124856302626805700e+03,-2.011865282093993756e+03,-3.473425469382833398e+03,-1.343640189821319836e+03,-1.001159174641605205e+04,-7.505350601813443063e+03,-7.013818069180152634e+03,-4.923589008467903113e+03,1.674655826234490632e+03,-5.057891437263664557e+03
2.214640454293107541e+04,-1.067992707920001521e+04,6.482358888552198550e+03,9.514124210752510407e+03,5.972004897506145426e+03,8.764390787906506375e+03,1.701517563832945234e+04,2.689727686764841565e+03,1.429871477246714494e+04,7.326143196981131041e+03
6.547715400393044547e+02,-1.315645973603968196e+04,-5.302500983761751741e+02,-5.512195435538664242e+03,5.003955127230699873e+03,-7.474985453912710000e+03,4.423897961685208429e+03,-2.240807031150026887e+03,2.033854981978624892e+03,1.004815365383023618e+03
-8.309929445412466521e+03,-7.698741697766672587e+02,-3.051481428424843216e+03,-5.717306354495358391e+02,-8.813531372171417388e+03,-9.342619635331548125e+03,-8.345449918485277522e+03,-4.078629739137313663e+03,3.635778943496686679e+03,-2.992114829075140733e+03
-8.858822523815877503e+03,-1.593793697865222202e+04,-1.507161554141758825e+04,-6.945352475882174076e+03,-2.778625930467374928e+03,-1.158808310512790558e+04,-6.810554234678829744e+03,-8.110122268569642074e+03,-3.917157216019254065e+03,-2.115804792349786112e+03
-3.214902432247956312e+03,1.405278584911063945e+03,-4.250909694048966230e+03,-8.888448856372538103e+02,1.022942907510158693e+04,-1.573839094774873502e+02,-2.293842920951139604e+03,-2.696812015137778872e+03,6.117199876251544993e+03,1.215167619649536027e+04
-6.199389603319825255e+03,-1.598857302598482784e+04,-3.592128563704322005e+03,-1.223817415758951392e+04,-9.178395916305082210e+03,-6.209710677919521913e+03,8.614469964641213664e+03,-1.220965964308704315e+04,2.316495483253470411e+03,-1.240083653552140095e+04
-4.405539205806239806e+03,-2.386564529131258314e+04,-1.666092702971534891e+04,-1.223155172785441937e+04,2.651931177939750796e+03,-1.402104876015246191e+04,-1.003631215946806151e+04,-6.946692156115235775e+03,-5.327897985328163486e+02,5.383991670110789528e+03
8.756634314993607404e+03,-1.717215317591093117e+04,1.690378416330878281e+03,6.735112082305615331e+03,-1.001361381263446856e+04,3.021472712478253015e+03,4.177379763146503137e+03,-6.296727779478589582e+03,4.640874235934068565e+03,-7.822901678687861931e+03
