-1.755921363830566406e+00,-1.475814938545227051e+00,-5.671798586845397949e-01,1.066589504480361938e-01,2.001504451036453247e-01,-2.623435556888580322e-01,-9.175493121147155762e-01,-1.391226649284362793e+00,-2.794552445411682129e-01,-4.127359986305236816e-01
3.568681478500366211e-01,-1.514805912971496582e+00,-2.245053499937057495e-01,-6.165810227394104004e-01,-3.148284435272216797e+00,-7.183581590652465820e-01,-1.182436943054199219e+00,-1.299708127975463867e+00,-8.134177327156066895e-01,-1.141894221305847168e+00
-3.212679922580718994e-01,-7.777576446533203125e-01,-5.579260587692260742e-01,-1.465854048728942871e-02,-2.159266233444213867e+00,-8.635272383689880371e-01,-2.663361072540283203e+00,-8.708174526691436768e-02,-9.314770102500915527e-01,-5.358260869979858398e-01
-1.857906818389892578e+00,-1.373691558837890625e-01,-5.348187088966369629e-01,-2.203702926635742188e+00,-3.318741917610168457e-01,-1.756162762641906738e+00,-4.529006481170654297e-01,-1.456068903207778931e-01,-3.092433810234069824e-01,-6.880644559860229492e-01
-1.007052779197692871e+00,-3.267798185348510742e+00,-2.061759233474731445e+00,-1.287663221359252930e+00,-1.865486353635787964e-01,3.381377831101417542e-02,-3.688287734985351562e-01,-1.218159198760986328e+00,-4.685926064848899841e-02,-1.002583742141723633e+00
-2.403596639633178711e+00,8.347465842962265015e-02,-1.757053256034851074e+00,2.046268731355667114e-01,-1.006810188293457031e+00,6.951622366905212402e-01,-2.945445299148559570e+00,-2.409636497497558594e+00,-2.197486400604248047e+00,9.341320395469665527e-02
-1.780977010726928711e+00,-2.357693165540695190e-01,-3.505096435546875000e-01,-1.904950618743896484e+00,-9.167945981025695801e-01,-6.715171337127685547e-01,-4.301957488059997559e-01,-1.746282458305358887e+00,-3.693174421787261963e-01,-1.503450572490692139e-01
-6.921802759170532227e-01,-2.058485269546508789e+00,-1.801983118057250977e+00,4.201445579528808594e-01,-2.315558195114135742e+00,1.919961869716644287e-01,-1.571964979171752930e+00,-9.846735596656799316e-01,-1.358047246932983398e+00,-3.875980377197265625e-01
-2.425641536712646484e+00,-3.672116100788116455e-01,1.489551514387130737e-01,-1.768779516220092773e+00,-9.171840548515319824e-01,-5.149919390678405762e-01,-1.608286380767822266e+00,7.702503819018602371e-03,-1.584832429885864258e+00,-2.149284362792968750e+00
-1.027372360229492188e+00,-1.377725601196289062e-01,-8.241360783576965332e-01,-2.800280153751373291e-01,-1.042746782302856445e+00,-8.689714670181274414e-01,-1.422135531902313232e-01,-1.225919008255004883e+00,-5.378933548927307129e-01,-2.066694259643554688e+00
-2.056766986846923828e+00,3.807132244110107422e-01,-1.248170621693134308e-02,-1.188596248626708984e+00,-1.759394764900207520e+00,-1.608295321464538574e+00,-9.549418687820434570e-01,-1.191326022148132324e+00,-4.623244404792785645e-01,-3.275186777114868164e+00
-1.781144976615905762e+00,-1.225456476211547852e+00,-2.565009117126464844e+00,-1.933157086372375488e+00,3.359327465295791626e-02,4.148226678371429443e-01,-8.377333879470825195e-01,-1.610893160104751587e-01,-8.708686828613281250e-01,-1.201685905456542969e+00
