9.142585098743438721e-03,2.250873483717441559e-02,0.000000000000000000e+00,1.747441850602626801e-02,1.518670003861188889e-02,0.000000000000000000e+00,2.106702700257301331e-02,0.000000000000000000e+00,8.190862834453582764e-03,0.000000000000000000e+00,2.848559757694602013e-03,1.858390495181083679e-02,0.000000000000000000e+00,2.299800515174865723e-02,0.000000000000000000e+00,1.800016872584819794e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.529105033725500107e-03,0.000000000000000000e+00,2.214060351252555847e-02,4.988248459994792938e-03,2.345572138438001275e-04,1.885104365646839142e-02,0.000000000000000000e+00,7.291773799806833267e-03,0.000000000000000000e+00,2.779303817078471184e-03,0.000000000000000000e+00,2.258824370801448822e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.068842757376842201e-04,0.000000000000000000e+00,2.570741064846515656e-02,1.856557466089725494e-02,2.118404209613800049e-02,0.000000000000000000e+00,1.783238165080547333e-02,9.312525391578674316e-03,0.000000000000000000e+00,1.742865517735481262e-02,1.243480760604143143e-02,0.000000000000000000e+00,1.134546939283609390e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.361069433391094208e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.805529743432998657e-02,8.751086890697479248e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.696971409022808075e-03,1.866763457655906677e-02,1.869417354464530945e-02,0.000000000000000000e+00,9.641963406465947628e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.620157808065414429e-02,1.048477832227945328e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.498285405337810516e-03,2.562073804438114166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.762791890650987625e-03,2.550905803218483925e-03,3.939749673008918762e-03,5.578493233770132065e-03,1.644211472012102604e-03,1.282982900738716125e-02,0.000000000000000000e+00,2.412234619259834290e-02,1.824162900447845459e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.532544359564781189e-02,2.092211879789829254e-02,9.552260860800743103e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.355520054697990417e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.517244778573513031e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.190643664449453354e-02,0.000000000000000000e+00,1.092892140150070190e-02,0.000000000000000000e+00,2.678575227037072182e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.241226844489574432e-02,3.702282905578613281e-03,6.091339979320764542e-03,2.195749990642070770e-02,1.328790653496980667e-02,0.000000000000000000e+00,1.543719205074012280e-03,1.786934626579750329e-05,0.000000000000000000e+00,7.541921921074390411e-03,1.898924447596073151e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.380446583032608032e-03,2.124956343322992325e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.682694466784596443e-04,6.078699603676795959e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.403840050101280212e-02,0.000000000000000000e+00,6.336043588817119598e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.263657305389642715e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.683986512944102287e-03,1.721873320639133453e-02,0.000000000000000000e+00,1.378160715103149414e-02,0.000000000000000000e+00
0.000000000000000000e+00,8.219696581363677979e-03,2.489112690091133118e-02,6.472355686128139496e-03,0.000000000000000000e+00,2.033722773194313049e-02,5.359372589737176895e-03,2.493548952043056488e-02,0.000000000000000000e+00,1.142632798291742802e-03,0.000000000000000000e+00,1.679276116192340851e-02,1.453029830008745193e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.424394153058528900e-02,1.951731857843697071e-03,0.000000000000000000e+00,2.755509689450263977e-03,0.000000000000000000e+00,1.915184222161769867e-02,2.526960708200931549e-02,1.487027760595083237e-02,2.448382042348384857e-02,1.159564405679702759e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.754799671471118927e-02,1.030573528259992599e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.367768764495849609e-03,0.000000000000000000e+00,0.000000000000000000e+00,8.285772986710071564e-03,0.000000000000000000e+00,1.588065363466739655e-02,4.978640004992485046e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.423870752565562725e-04,1.551805809140205383e-02,0.000000000000000000e+00,1.370041910558938980e-02,1.952225342392921448e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.386168599128723145e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.805193908512592316e-02,0.000000000000000000e+00,1.682485826313495636e-02,0.000000000000000000e+00,1.535207591950893402e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.249395500868558884e-03,4.370089620351791382e-03,0.000000000000000000e+00,5.986212287098169327e-03,0.000000000000000000e+00,1.979690976440906525e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.085267193615436554e-02,7.754125632345676422e-03,1.509435847401618958e-02,3.635118482634425163e-03,1.002051634714007378e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.005701698362827301e-02,2.622304484248161316e-03,0.000000000000000000e+00,1.051981467753648758e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.241986639797687531e-02,1.379764638841152191e-02,2.083516493439674377e-02,0.000000000000000000e+00,2.169139916077256203e-03,4.908982198685407639e-03,8.946065790951251984e-03,3.931244369596242905e-03,3.733887569978833199e-05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.647213473916053772e-02,1.952393166720867157e-02,7.252297364175319672e-03,2.404162846505641937e-02,0.000000000000000000e+00,1.724961586296558380e-02,0.000000000000000000e+00,3.734847763553261757e-03,2.093511447310447693e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.550368010997772217e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.760086975991725922e-02,1.528145559132099152e-02,2.198391035199165344e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.113907039165496826e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.045277506113052368e-02,2.132504619657993317e-02
0.000000000000000000e+00,2.548391185700893402e-02,0.000000000000000000e+00,6.679449696093797684e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.333722732961177826e-03,1.994888298213481903e-02,1.258901692926883698e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.386925276368856430e-03,8.195043541491031647e-03,0.000000000000000000e+00,7.571719470433890820e-04,2.290126308798789978e-02,9.304014965891838074e-03,2.119575627148151398e-02,0.000000000000000000e+00,2.434999123215675354e-02,1.001397520303726196e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.081106975674629211e-02,1.186161115765571594e-02,2.331242337822914124e-02
