-1.825297623872756958e-02,1.624468900263309479e-02,1.088125072419643402e-02,1.030119042843580246e-02,2.606738731265068054e-02,-1.037953048944473267e-02,1.653471961617469788e-02,-1.468145381659269333e-02,-1.289201527833938599e-02,-8.675446733832359314e-03,8.999191224575042725e-03,4.482775926589965820e-03,-3.525809152051806450e-04,-2.308778837323188782e-02,-3.746581729501485825e-03,1.358402706682682037e-02
1.483187079429626465e-02,-8.142288774251937866e-03,2.485664375126361847e-02,-3.623785218223929405e-03,-1.645873486995697021e-02,8.128842338919639587e-03,-2.478216029703617096e-02,1.966516673564910889e-02,1.129068061709403992e-02,1.578332623466849327e-03,1.417913287878036499e-02,7.095700595527887344e-03,2.483353950083255768e-02,3.134769853204488754e-03,1.330771856009960175e-02,-1.924804970622062683e-02
8.579954504966735840e-03,9.118719957768917084e-03,-2.233644761145114899e-02,-1.518407370895147324e-02,-1.180281513370573521e-03,-1.160699990577995777e-03,-2.094670757651329041e-02,1.281991600990295410e-02,2.407619543373584747e-02,2.969181630760431290e-03,1.933565549552440643e-02,1.370072131976485252e-03,-2.283718809485435486e-02,1.205595544888637960e-04,1.654455065727233887e-02,8.448566659353673458e-04
-9.329398162662982941e-03,1.522716972976922989e-02,2.422448247671127319e-02,8.840266615152359009e-03,-1.833092048764228821e-02,-1.281769946217536926e-03,-2.228659391403198242e-02,-2.593570947647094727e-02,-7.870481349527835846e-03,-8.262922987341880798e-03,1.223073713481426239e-02,-1.676774397492408752e-02,4.241090733557939529e-03,-1.000919844955205917e-03,-2.594991028308868408e-02,-1.512084808200597763e-02
2.321244403719902039e-02,2.192686870694160461e-02,2.356598339974880219e-02,9.734891355037689209e-03,-7.974606007337570190e-03,1.646449556574225426e-03,-9.882336482405662537e-03,1.037625316530466080e-02,1.578050293028354645e-02,1.830594381317496300e-03,-1.987703144550323486e-02,1.214922964572906494e-02,-1.326745562255382538e-02,-2.493443898856639862e-02,1.664256118237972260e-02,-2.452665381133556366e-02
-6.890309974551200867e-03,2.010237984359264374e-02,5.147315096110105515e-03,-3.325377358123660088e-03,-1.088514085859060287e-02,-2.312579937279224396e-02,-3.857375355437397957e-03,1.652069576084613800e-02,-1.887891441583633423e-02,-4.296595230698585510e-03,1.423112861812114716e-02,-4.201512318104505539e-03,-1.542596612125635147e-02,1.801729761064052582e-02,-5.135677754878997803e-03,1.044754032045602798e-02
-7.557641249150037766e-03,-1.119132805615663528e-02,9.372118860483169556e-03,1.427253521978855133e-02,-1.089715119451284409e-02,2.901269821450114250e-03,5.235772579908370972e-03,-4.924432374536991119e-03,-1.450311858206987381e-02,-2.413311600685119629e-02,-1.459970232099294662e-02,8.358553983271121979e-03,1.012431830167770386e-02,8.398358710110187531e-03,1.892615854740142822e-02,1.320285722613334656e-02
4.850616678595542908e-03,-2.156186476349830627e-02,1.668377965688705444e-02,-8.015549741685390472e-03,1.713790185749530792e-02,-3.444952424615621567e-03,-2.531542442739009857e-02,1.169066876173019409e-03,2.401383221149444580e-02,-2.184587903320789337e-02,1.195288728922605515e-02,1.625362969934940338e-02,2.304182946681976318e-02,-7.244751788675785065e-03,3.730089636519551277e-03,-9.933518012985587120e-04
1.870871707797050476e-02,1.740668527781963348e-02,1.905334368348121643e-02,1.803039014339447021e-02,2.335545141249895096e-03,-5.142785608768463135e-03,7.219532271847128868e-04,2.778033725917339325e-03,-1.243265438824892044e-02,-1.665910892188549042e-02,-1.787827163934707642e-02,-1.429234538227319717e-02,2.359141595661640167e-02,2.066997997462749481e-02,-2.608153969049453735e-02,-7.181255612522363663e-03
7.835081778466701508e-03,-3.619777271524071693e-03,1.192045491188764572e-02,2.011986263096332550e-02,-6.308854091912508011e-03,1.372062973678112030e-02,-1.303655933588743210e-02,4.297117237001657486e-03,-8.860267698764801025e-03,2.281053550541400909e-02,2.513424865901470184e-02,-8.279656991362571716e-03,-2.256447821855545044e-02,8.374136523343622684e-04,-1.091042067855596542e-02,1.872836425900459290e-02
